Customer ID,Recency,Tenure,Frequency,TotalSpent,TotalQuantity,AvgUnitPrice,Country,AvgOrderValue,AvgQuantity,CLV_3M,CLV_6M
12371,248,484,3,2179.42,845,4.05625,Switzerland,726.4733333333334,281.6666666666667,0.0,1887.96
12372,51,135,2,914.9200000000001,592,2.9382051282051282,Denmark,457.46000000000004,296.0,383.12,383.12
12373,150,512,3,1127.65,516,4.627450980392157,Austria,375.8833333333334,172.0,0.0,0.0
12374,260,427,3,2246.29,1020,2.9894,Austria,748.7633333333333,340.0,0.0,742.9300000000001
12376,228,256,2,503.15,240,8.03076923076923,Switzerland,251.575,120.0,0.0,0.0
12377,154,428,4,3426.32,2105,2.7402631578947365,Switzerland,856.58,526.25,0.0,0.0
12378,401,401,1,1407.7,787,4.402073170731708,Switzerland,1407.7,787.0,4008.62,4008.62
12379,9,373,3,1227.82,619,3.0293442622950817,Belgium,409.2733333333333,206.33333333333334,392.40000000000003,392.40000000000003
12380,24,501,8,7559.04,2521,11.884784688995216,Belgium,944.88,315.125,626.01,2117.26
12383,23,191,5,1850.56,1532,3.086969696969697,Belgium,370.11199999999997,306.4,0.0,0.0
12385,218,218,1,1938.4,612,3.6807692307692306,Belgium,1938.4,612.0,0.0,0.0
12386,176,205,2,660.8,568,2.54,Australia,330.4,284.0,0.0,0.0
12387,254,254,1,143.94,134,2.7622222222222224,Australia,143.94,134.0,0.0,0.0
12388,114,421,5,1886.7,870,2.9122222222222223,Australia,377.34000000000003,174.0,1728.01,2014.41
12389,241,494,3,1433.33,614,2.6542857142857144,Australia,477.77666666666664,204.66666666666666,0.0,0.0
12391,303,501,5,2312.53,920,4.465524861878453,Cyprus,462.50600000000003,184.0,0.0,460.89
12392,430,430,1,234.75000000000003,73,5.035714285714286,Australia,234.75000000000003,73.0,0.0,0.0
12393,84,267,5,1877.95,1017,2.5658536585365854,Australia,375.59000000000003,203.4,521.5,521.5
12394,56,56,1,381.08,182,3.0152380952380953,Belgium,381.08,182.0,0.0,891.4
12395,1,441,10,3782.26,3209,3.19048128342246,Belgium,378.226,320.9,165.95,1285.01
12396,513,513,1,931.43,591,2.2993846153846156,RSA,931.43,591.0,0.0,0.0
12399,22,483,6,1752.68,2023,2.013673469387755,Belgium,292.11333333333334,337.1666666666667,209.62,209.62
12400,253,253,1,205.25,91,2.9136363636363636,Australia,205.25,91.0,0.0,0.0
12401,142,142,1,84.3,11,9.68,Belgium,84.3,11.0,0.0,0.0
12402,162,509,6,1256.9,584,3.3049999999999997,Belgium,209.48333333333335,97.33333333333333,0.0,0.0
12403,360,360,1,591.6600000000001,164,7.1325,Denmark,591.6600000000001,164.0,0.0,427.7
12404,521,521,1,63.24,1,63.24,Finland,63.24,1.0,0.0,0.0
12406,22,536,4,4596.31,2391,2.7996363636363633,Denmark,1149.0775,597.75,0.0,1794.05
12407,74,103,2,495.96,419,2.9144444444444444,Belgium,247.98,209.5,911.4,1212.16
12408,14,337,6,2943.99,1554,3.134873949579832,Belgium,490.66499999999996,259.0,642.28,1396.78
12409,21,404,5,18553.7,10734,3.2066210045662102,Switzerland,3710.7400000000002,2146.8,4865.59,4865.59
12410,147,341,3,1013.71,341,6.01475,Switzerland,337.90333333333336,113.66666666666667,0.0,0.0
12411,248,248,1,346.9,138,3.3954545454545455,Australia,346.9,138.0,0.0,0.0
12412,8,378,4,1884.55,1526,2.4498936170212766,Denmark,471.1375,381.5,712.38,712.38
12413,75,241,3,805.25,238,6.364146341463415,Spain,268.4166666666667,79.33333333333333,0.0,194.20000000000002
12414,56,302,6,952.41,495,16.35,Austria,158.73499999999999,82.5,0.0,0.0
12415,16,366,16,93854.55,61313,3.2615335463258788,Australia,5865.909375,3832.0625,27777.17,50603.82
12416,495,495,1,202.56,132,1.5345454545454544,Australia,202.56,132.0,0.0,0.0
12417,26,572,16,5066.08,2033,5.62125925925926,Belgium,316.63,127.0625,918.25,1750.83
12418,252,469,3,1352.62,681,3.2358823529411764,Switzerland,450.8733333333333,227.0,668.58,668.58
12419,224,252,2,503.01,231,5.0436000000000005,Spain,251.505,115.5,0.0,0.0
12421,12,344,4,688.36,417,4.828222222222222,Spain,172.09,104.25,231.76,410.24
12422,7,560,16,5084.1,2514,10.585670731707317,Australia,317.75625,157.125,147.7,147.7
12423,30,304,8,2214.77,1441,3.1644117647058825,Denmark,276.84625,180.125,198.98,407.62
12424,1,387,4,3340.03,2025,2.1891304347826086,Australia,835.0075,506.25,0.0,0.0
12425,287,287,1,964.21,651,2.2994545454545454,Portugal,964.21,651.0,777.2,777.2
12426,33,501,2,1345.21,584,3.5572727272727276,Germany,672.605,292.0,0.0,0.0
12427,210,210,1,607.0,158,4.925,Germany,607.0,158.0,0.0,522.3
12428,81,122,6,6310.54,2773,4.601021276595745,Finland,1051.7566666666667,462.1666666666667,1237.58,1645.92
12429,11,385,7,6580.39,2832,3.613972602739726,Denmark,940.0557142857143,404.57142857142856,0.0,905.52
12431,39,532,19,7529.05,3085,3.9669435215946844,Belgium,396.2657894736842,162.3684210526316,1716.04,3328.92
12432,9,11,3,4016.66,1427,13.785657894736843,Norway,1338.8866666666665,475.6666666666667,0.0,1042.66
12433,205,315,5,10992.51,9627,1.8824249422632795,Norway,2198.502,1925.4,2608.11,9588.75
12434,99,220,2,583.54,215,4.272777777777778,Australia,291.77,107.5,519.89,519.89
12435,106,576,5,10075.03,3782,3.606526315789474,Denmark,2015.006,756.4,3850.9,3850.9
12437,16,576,30,10208.72,6721,3.2130309734513274,France,340.29066666666665,224.03333333333333,557.28,2474.68
12439,521,564,2,1158.18,484,3.6904166666666662,Cyprus,579.09,242.0,0.0,0.0
12440,301,556,2,859.2,331,5.448125,Austria,429.6,165.5,0.0,0.0
12441,205,205,1,347.1,242,3.700909090909091,France,347.1,242.0,0.0,0.0
12443,571,571,1,485.31,182,5.87047619047619,Norway,485.31,182.0,0.0,0.0
12444,10,10,1,1870.2,582,5.259555555555556,Norway,1870.2,582.0,1319.61,3135.26
12445,259,259,1,301.58000000000004,144,2.7670000000000003,Spain,301.58000000000004,144.0,0.0,133.4
12447,82,82,1,476.49,190,3.5742307692307693,Belgium,476.49,190.0,0.0,0.0
12449,26,277,3,1627.53,1119,3.2386206896551726,Denmark,542.51,373.0,1865.65,3208.36
12450,12,313,4,592.2,378,2.2722857142857142,Spain,148.05,94.5,96.0,96.0
12451,57,368,5,8942.18,6889,2.2287215909090907,Switzerland,1788.4360000000001,1377.8,0.0,3727.7
12454,234,260,4,13151.44,6697,11.5824,Spain,3287.86,1674.25,0.0,3528.34
12455,28,560,7,5376.39,2843,4.015572916666667,Cyprus,768.0557142857143,406.14285714285717,503.56,503.56
12456,93,93,1,940.1700000000001,445,4.184390243902439,Switzerland,940.1700000000001,445.0,1325.23,2240.87
12457,72,274,4,1699.93,648,6.805531914893617,Switzerland,424.9825,162.0,1099.63,1295.98
12458,123,326,3,1272.01,750,3.7309230769230766,Switzerland,424.00333333333333,250.0,505.48,505.48
12459,444,444,1,454.36,258,4.148695652173913,Spain,454.36,258.0,0.0,0.0
12460,295,295,1,326.65,170,4.381111111111111,Belgium,326.65,170.0,0.0,0.0
12462,142,142,1,762.11,287,4.59825,Spain,762.11,287.0,0.0,427.48
12463,14,80,3,985.79,577,2.9331147540983604,Belgium,328.59666666666664,192.33333333333334,0.0,358.99
12464,39,148,4,544.8499999999999,54,11.026666666666667,Belgium,136.21249999999998,13.5,235.7,667.1999999999999
12465,8,8,1,440.94,294,2.858461538461538,Belgium,440.94,294.0,0.0,301.25
12466,521,521,1,56.73,1,56.73,France,56.73,1.0,0.0,0.0
12467,262,262,1,132.8,129,1.6177777777777778,USA,132.8,129.0,0.0,0.0
12468,26,521,5,3670.74,2201,2.7754,Germany,734.1479999999999,440.2,0.0,0.0
12469,361,375,2,3070.54,2552,2.999605263157895,Thailand,1535.27,1276.0,0.0,0.0
12470,528,528,1,211.95,95,3.928260869565217,Unspecified,211.95,95.0,0.0,0.0
12471,49,571,62,28537.06,11719,3.5439719626168222,Germany,460.2751612903226,189.01612903225808,3382.8399999999997,11426.73
12472,18,564,16,15623.98,9818,2.425668380462725,Germany,976.49875,613.625,612.1,2256.61
12473,30,30,1,672.1899999999999,557,2.5114285714285716,Germany,672.1899999999999,557.0,514.06,3266.36
12474,5,505,23,8239.8,5056,3.1157019438444924,Germany,358.25217391304346,219.82608695652175,1170.92,4184.65
12475,248,248,1,426.26,236,3.3136,Germany,426.26,236.0,0.0,723.38
12476,57,340,17,9744.09,4065,4.393097826086957,Germany,573.1817647058824,239.11764705882354,1280.17,4371.32
12477,78,462,5,11633.6,3833,4.033994638069705,Germany,2326.7200000000003,766.6,4257.0599999999995,8642.77
12480,106,346,5,3770.4900000000002,2007,3.247454545454546,Germany,754.0980000000001,401.4,557.6800000000001,1694.36
12481,18,446,13,10866.83,6310,4.041117824773414,Germany,835.91,485.38461538461536,0.0,1494.56
12482,415,492,29,23691.4,27042,9.930196078431372,Sweden,816.944827586207,932.4827586206897,0.0,0.0
12483,22,516,16,3950.21,1691,6.628932038834951,Sweden,246.888125,105.6875,309.45,1170.3700000000001
12484,15,520,8,4105.09,2134,3.068645833333333,Spain,513.13625,266.75,1386.49,2265.06
12485,368,368,1,708.1,414,2.4105882352941173,Sweden,708.1,414.0,0.0,0.0
12486,270,270,1,1037.28,523,4.103673469387755,Sweden,1037.28,523.0,0.0,0.0
12487,569,569,1,285.29999999999995,174,2.0,Sweden,285.29999999999995,174.0,0.0,0.0
12489,175,175,1,334.93,105,5.908,France,334.93,105.0,0.0,0.0
12490,11,577,14,6085.49,3765,2.9436026936026938,France,434.67785714285714,268.92857142857144,1872.81,3738.15
12492,242,242,1,452.0,252,3.1818181818181817,Germany,452.0,252.0,126.39000000000001,263.21000000000004
12493,4,36,2,433.74,207,4.309090909090909,France,216.87,103.5,0.0,0.0
12494,35,415,6,1342.41,566,4.302,France,223.735,94.33333333333333,153.22,530.46
12495,479,479,1,357.4,130,5.705882352941177,Sweden,357.4,130.0,0.0,0.0
12496,459,459,2,54.09,33,2.1553846153846155,Spain,27.045,16.5,0.0,0.0
12497,239,483,2,5205.400000000001,4449,1.816046511627907,Germany,2602.7000000000003,2224.5,1043.1,1043.1
12499,399,399,1,393.72,302,2.3296296296296295,Germany,393.72,302.0,0.0,0.0
12500,7,512,13,3093.23,1680,4.498571428571429,Germany,237.94076923076923,129.23076923076923,378.0,2861.98
12501,175,175,1,2169.39,1783,2.4126845637583894,Germany,2169.39,1783.0,0.0,0.0
12502,56,148,3,1842.65,434,6.1931168831168835,Spain,614.2166666666667,144.66666666666666,1881.22,1881.22
12503,423,423,1,1126.0,561,115.8,Spain,1126.0,561.0,0.0,0.0
12504,256,435,2,297.0,368,4.054545454545455,Germany,148.5,184.0,0.0,482.04999999999995
12505,247,247,1,955.2,324,4.436904761904762,Italy,955.2,324.0,0.0,0.0
12506,71,71,1,73.5,23,3.1956521739130435,France,73.5,23.0,0.0,0.0
12507,137,423,2,985.41,581,3.696829268292683,Spain,492.705,290.5,858.65,858.65
12509,123,123,1,176.5,55,5.564285714285715,France,176.5,55.0,0.0,0.0
12510,164,574,8,4876.5,1990,13.370567375886525,Spain,609.5625,248.75,301.52,301.52
12511,267,267,1,3084.02,1753,3.4306842105263162,Greece,3084.02,1753.0,0.0,0.0
12514,106,480,2,1597.76,840,2.7076190476190476,Italy,798.88,420.0,0.0,0.0
12515,192,192,1,383.7,131,6.78125,Italy,383.7,131.0,0.0,0.0
12516,19,438,3,1919.76,1422,2.1563934426229507,Germany,639.92,474.0,728.86,728.86
12517,29,29,1,766.95,420,2.1848507462686566,Germany,766.95,420.0,1188.95,1735.89
12519,315,315,1,385.7,212,3.274090909090909,Germany,385.7,212.0,0.0,340.84
12520,43,112,3,1697.56,945,3.336764705882353,Germany,565.8533333333334,315.0,936.7,936.7
12523,91,571,16,3082.57,1681,4.145340909090909,France,192.660625,105.0625,641.94,1289.58
12524,1,508,15,9762.869999999999,5769,3.1658490566037734,Germany,650.858,384.6,0.0,1363.24
12525,337,486,3,973.73,509,3.006,France,324.57666666666665,169.66666666666666,0.0,0.0
12527,133,368,4,671.72,513,2.3099999999999996,Germany,167.93,128.25,63.790000000000006,63.790000000000006
12528,115,151,2,771.66,358,5.116136363636364,Germany,385.83,179.0,515.71,1161.82
12529,367,367,1,316.48,192,3.040952380952381,France,316.48,192.0,0.0,0.0
12530,72,481,7,2901.98,2127,3.3768067226890754,Germany,414.56857142857143,303.85714285714283,416.65,857.28
12531,525,525,1,1807.98,1074,2.3713636363636366,Germany,1807.98,1074.0,0.0,125.22
12533,466,577,2,1367.89,704,3.3030555555555554,Germany,683.945,352.0,0.0,0.0
12535,25,25,1,371.45,115,3.9111111111111114,France,371.45,115.0,344.9,344.9
12537,247,247,1,732.94,449,2.9227906976744187,Sweden,732.94,449.0,0.0,0.0
12538,217,217,1,276.5,145,4.128461538461538,Spain,276.5,145.0,0.0,363.95
12539,101,555,6,10164.09,4089,3.8235791757049893,Spain,1694.015,681.5,0.0,1050.66
12540,25,571,23,15356.77,7342,3.8677045908183634,Spain,667.685652173913,319.2173913043478,3993.47,6897.72
12541,12,119,2,536.14,419,3.567142857142857,Spain,268.07,209.5,0.0,445.03999999999996
12542,323,479,2,481.88,522,2.465128205128205,Spain,240.94,261.0,0.0,0.0
12543,287,287,1,980.25,688,2.6132558139534883,Spain,980.25,688.0,0.0,0.0
12545,98,98,1,628.15,346,3.389705882352941,Spain,628.15,346.0,372.24,372.24
12547,36,339,3,383.58,309,4.9366666666666665,Spain,127.86,103.0,0.0,0.0
12548,5,5,1,95.19999999999999,49,6.720000000000001,Spain,95.19999999999999,49.0,0.0,0.0
12549,414,536,6,1575.68,1366,1.6487755102040815,USA,262.61333333333334,227.66666666666666,0.0,0.0
12551,196,196,1,168.0,100,1.6800000000000002,Spain,168.0,100.0,0.0,0.0
12553,43,262,7,2651.09,1338,3.579097222222222,France,378.7271428571429,191.14285714285714,684.97,1957.66
12554,287,287,1,468.5,240,3.8242307692307693,Spain,468.5,240.0,0.0,0.0
12555,521,521,1,129.23,1,129.23,Spain,129.23,1.0,0.0,0.0
12557,95,561,6,11579.800000000001,4356,2.135641025641026,Spain,1929.966666666667,726.0,4146.34,7136.34
12559,149,158,2,561.71,283,3.5490476190476192,Germany,280.855,141.5,0.0,0.0
12561,141,141,1,238.85,177,2.964375,Germany,238.85,177.0,0.0,0.0
12562,15,274,4,2140.41,1001,3.283977272727273,France,535.1025,250.25,1038.64,2826.51
12563,247,247,1,249.24,113,3.921538461538461,Italy,249.24,113.0,0.0,0.0
12564,100,100,1,456.9,133,5.576190476190476,France,456.9,133.0,0.0,0.0
12565,127,127,1,145.92,80,2.351111111111111,Saudi Arabia,145.92,80.0,0.0,0.0
12567,18,505,12,10415.68,4399,3.8558208955223883,France,867.9733333333334,366.5833333333333,1742.88,3294.18
12568,483,483,1,70.0,48,6.234,Germany,70.0,48.0,0.0,0.0
12569,1,91,7,1401.74,618,4.239272727272727,Germany,200.24857142857144,88.28571428571429,765.94,2722.95
12570,521,521,1,77.52,1,77.52,Spain,77.52,1.0,0.0,0.0
12573,66,304,5,717.41,479,2.213361344537815,France,143.482,95.8,0.0,0.0
12574,154,154,1,218.45,61,5.2,France,218.45,61.0,0.0,0.0
12575,296,365,2,622.8199999999999,315,3.5702631578947375,France,311.40999999999997,157.5,0.0,0.0
12576,57,365,5,1248.54,842,2.4166666666666665,Poland,249.708,168.4,514.9,894.18
12577,198,575,6,1191.84,859,1.8086036036036035,France,198.64,143.16666666666666,0.0,461.91
12578,169,282,3,3456.6,1932,2.938515625,Italy,1152.2,644.0,0.0,1185.85
12580,85,415,2,1052.9,569,2.6067241379310344,Germany,526.45,284.5,0.0,0.0
12582,77,416,4,1980.4,985,3.8555339805825244,Finland,495.1,246.25,0.0,0.0
12583,10,572,19,10825.93,7016,3.0730588235294114,France,569.7857894736842,369.2631578947368,1440.37,3621.51
12584,24,119,2,622.74,115,8.117407407407407,Italy,311.37,57.5,439.65000000000003,1715.41
12585,73,190,2,2040.1,1279,3.4639080459770115,Germany,1020.05,639.5,0.0,0.0
12586,213,562,3,1865.73,608,5.244819277108434,Italy,621.91,202.66666666666666,0.0,196.94000000000003
12588,238,436,3,743.88,385,6.514444444444444,Finland,247.96,128.33333333333334,0.0,214.89999999999998
12589,260,528,6,4048.98,1458,10.707793103448276,France,674.83,243.0,131.5,646.68
12590,50,50,2,9864.26,4283,10.54735294117647,Germany,4932.13,2141.5,0.0,0.0
12591,156,247,3,1352.15,677,4.339130434782608,Italy,450.7166666666667,225.66666666666666,0.0,0.0
12592,52,358,4,2376.86,1750,11.767222222222221,Germany,594.215,437.5,205.8,205.8
12593,57,57,1,236.0,100,3.5090909090909093,France,236.0,100.0,182.1,182.1
12594,22,485,12,3559.84,1910,3.331973684210526,Italy,296.65333333333336,159.16666666666666,721.95,1530.27
12595,343,343,1,299.02,271,3.1905263157894734,Germany,299.02,271.0,0.0,0.0
12596,81,81,1,269.95,156,4.225333333333333,Spain,269.95,156.0,0.0,348.32
12597,22,107,2,1428.81,675,4.7052564102564105,Spain,714.405,337.5,0.0,2382.41
12598,59,487,6,2796.75,1628,2.8018181818181818,France,466.125,271.3333333333333,660.4,1737.34
12599,3,416,10,1862.28,1770,2.6949074074074075,France,186.228,177.0,258.9,434.44
12600,43,571,17,3760.84,976,6.211212121212121,Germany,221.2258823529412,57.411764705882355,903.5,1283.08
12601,28,243,6,681.26,290,6.801764705882353,Germany,113.54333333333334,48.333333333333336,0.0,0.0
12604,100,100,1,178.5,137,3.3299999999999996,France,178.5,137.0,75.68,75.68
12605,215,297,4,1232.95,929,2.224078947368421,Germany,308.2375,232.25,0.0,0.0
12606,521,521,1,21.0,1,21.0,Spain,21.0,1.0,0.0,0.0
12608,243,243,1,415.79,323,1.6275,United Kingdom,415.79,323.0,0.0,0.0
12609,25,558,8,3109.7400000000002,1423,3.9572151898734176,Germany,388.71750000000003,177.875,326.12,326.12
12613,36,564,9,4953.21,3278,2.9470161290322583,Germany,550.3566666666667,364.22222222222223,0.0,1881.8600000000001
12614,116,116,1,315.6,76,5.61,Germany,315.6,76.0,0.0,0.0
12615,7,470,5,4084.53,2354,2.992244897959184,France,816.9060000000001,470.8,576.65,1656.45
12616,136,227,2,673.4,312,3.8227272727272728,France,336.7,156.0,457.7,457.7
12619,73,399,3,771.8,652,4.297727272727273,Germany,257.26666666666665,217.33333333333334,2128.72,3009.58
12620,43,43,1,561.66,434,2.326969696969697,France,561.66,434.0,377.66,777.75
12621,15,507,27,19125.31,10782,3.104648148148148,Germany,708.3448148148149,399.3333333333333,3221.4700000000003,5650.5
12622,71,71,1,180.1,69,5.739090909090909,Germany,180.1,69.0,0.0,0.0
12623,115,535,7,3747.84,1971,2.967109826589595,Germany,535.4057142857143,281.57142857142856,0.0,0.0
12624,16,16,1,299.94,208,3.751052631578947,France,299.94,208.0,341.19,341.19
12625,50,435,4,5164.88,3309,2.308469945355191,Germany,1291.22,827.25,0.0,0.0
12626,1,165,3,2088.84,1043,3.122815533980582,Germany,696.2800000000001,347.6666666666667,2685.16,4531.64
12629,224,262,2,1558.22,722,3.997777777777778,Sweden,779.11,361.0,0.0,0.0
12631,295,532,5,2841.07,1371,2.844868421052632,Finland,568.214,274.2,0.0,640.5
12632,359,403,2,804.88,694,2.2334285714285715,Germany,402.44,347.0,0.0,0.0
12633,35,364,5,5243.73,3007,3.023826714801444,Germany,1048.7459999999999,601.4,219.2,434.43
12634,374,387,2,490.0,337,7.777500000000001,USA,245.0,168.5,0.0,0.0
12635,231,295,2,1241.23,777,2.795512820512821,Germany,620.615,388.5,1689.18,1689.18
12636,577,577,1,141.0,1,141.0,USA,141.0,1.0,0.0,0.0
12637,78,382,8,4710.16,2367,2.5356632653061224,France,588.77,295.875,3271.75,3630.15
12638,478,478,1,249.8,86,6.888888888888889,Sweden,249.8,86.0,0.0,671.69
12639,77,466,3,1312.37,631,4.47171875,Sweden,437.45666666666665,210.33333333333334,0.0,0.0
12643,11,450,11,7148.2,4086,7.7236363636363645,France,649.8363636363637,371.45454545454544,1202.22,1202.22
12644,269,533,3,1440.58,707,3.629625,Germany,480.1933333333333,235.66666666666666,477.91,477.91
12645,58,507,6,2563.02,1516,2.6175609756097558,Germany,427.17,252.66666666666666,511.96000000000004,976.28
12647,38,534,31,16503.84,6209,4.890738522954092,Germany,532.381935483871,200.29032258064515,1099.3600000000001,1420.51
12648,276,540,3,793.95,358,3.943636363636364,Germany,264.65000000000003,119.33333333333333,318.05,318.05
12649,51,535,6,2046.1399999999999,1577,2.72625,Germany,341.0233333333333,262.8333333333333,248.51000000000002,248.51000000000002
12651,173,304,4,377.75,265,2.04,France,94.4375,66.25,0.0,0.0
12652,170,273,2,1017.03,536,3.0209803921568628,Germany,508.515,268.0,0.0,0.0
12653,135,365,2,2730.08,1048,2.914915254237288,Israel,1365.04,524.0,1430.75,1430.75
12654,36,134,3,337.75,151,3.8045454545454547,Germany,112.58333333333333,50.333333333333336,0.0,264.23
12655,262,262,1,261.35,80,5.490625,France,261.35,80.0,0.0,0.0
12656,42,401,5,4016.26,1810,3.6618954248366014,France,803.2520000000001,362.0,1805.82,2391.57
12661,275,275,1,162.0,216,0.8772727272727273,Sweden,162.0,216.0,0.0,0.0
12662,26,456,14,4976.32,2551,3.3494718309859155,Germany,355.45142857142855,182.21428571428572,815.58,2011.7
12663,463,507,2,239.4,181,5.84,Germany,119.7,90.5,0.0,0.0
12664,71,565,4,2491.7400000000002,609,12.262941176470589,Finland,622.9350000000001,152.25,973.5,3578.3
12665,163,508,3,313.6,165,4.920588235294118,Germany,104.53333333333335,55.0,0.0,0.0
12666,233,233,1,1248.42,370,3.846774193548387,Israel,1248.42,370.0,0.0,0.0
12668,98,516,9,10562.0,4776,3.45874251497006,Germany,1173.5555555555557,530.6666666666666,0.0,882.6800000000001
12669,87,95,2,2272.6,849,18.471285714285713,France,1136.3,424.5,471.43,471.43
12670,38,505,4,1790.6299999999999,718,4.180862068965517,France,447.65749999999997,179.5,608.0799999999999,1969.66
12671,445,445,1,2622.481,1460,2.7264666666666666,Germany,2622.481,1460.0,0.0,0.0
12672,168,434,2,437.05,138,4.527272727272727,France,218.525,69.0,0.0,0.0
12673,165,240,2,840.4,520,2.853818181818182,Germany,420.2,260.0,0.0,389.62
12674,9,46,2,976.8,494,3.690810810810811,France,488.4,247.0,425.2,993.8000000000001
12675,392,417,2,958.5,337,3.779380530973451,Italy,479.25,168.5,0.0,0.0
12676,29,322,8,2340.65,1608,4.738953488372093,Sweden,292.58125,201.0,320.78000000000003,502.44
12677,394,505,2,395.1,176,4.0547619047619055,France,197.55,88.0,0.0,0.0
12678,26,540,15,22544.08,15156,4.26886925795053,France,1502.9386666666667,1010.4,2789.14,11737.1
12679,44,122,2,906.38,407,3.5018181818181815,France,453.19,203.5,94.32000000000001,206.64000000000001
12681,26,565,36,25835.579999999998,14913,2.9267689822294023,France,717.655,414.25,1902.28,5032.7
12682,16,577,34,17808.07,7980,3.5435649935649933,France,523.7667647058823,234.7058823529412,2736.83,6225.84
12683,23,565,16,9307.14,5771,2.829772727272727,France,581.69625,360.6875,1535.26,3389.64
12684,9,52,4,1379.48,1274,2.481379310344827,France,344.87,318.5,0.0,904.15
12686,210,210,1,178.28,214,3.2585714285714285,France,178.28,214.0,0.0,0.0
12687,319,319,2,2138.91,1403,4.4835714285714285,Sweden,1069.455,701.5,0.0,0.0
12690,44,44,1,389.01,106,5.5268749999999995,France,389.01,106.0,0.0,0.0
12691,157,259,4,540.8,202,4.9818181818181815,France,135.2,50.5,150.1,629.6
12692,476,476,1,110.95,36,3.123076923076923,France,110.95,36.0,0.0,0.0
12693,50,361,6,1477.88,502,4.752638888888889,Germany,246.31333333333336,83.66666666666667,225.14000000000001,225.14000000000001
12694,22,260,2,1413.18,1169,2.4059090909090908,France,706.59,584.5,430.17,430.17
12695,49,504,4,914.27,267,5.787105263157895,France,228.5675,66.75,244.65,492.85
12696,273,347,2,851.91,564,3.293673469387755,Finland,425.955,282.0,0.0,0.0
12697,8,8,1,390.5,162,4.5394736842105265,Sweden,390.5,162.0,343.40999999999997,567.09
12698,429,429,1,339.75,111,5.1,Germany,339.75,111.0,0.0,0.0
12699,256,256,1,638.11,373,3.111219512195122,Germany,638.11,373.0,0.0,0.0
12700,54,54,1,1092.43,779,2.176774193548387,France,1092.43,779.0,1056.62,3847.56
12701,81,472,5,1985.78,1295,3.1105217391304345,Germany,397.156,259.0,460.63,460.63
12703,472,523,3,722.98,431,3.031509433962264,Germany,240.99333333333334,143.66666666666666,283.55,283.55
12704,8,8,1,329.56,157,5.4715384615384615,Finland,329.56,157.0,1016.91,2011.28
12705,40,372,8,8057.91,4927,2.4464233576642336,Germany,1007.23875,615.875,1841.04,3704.19
12707,130,130,1,603.42,256,3.236666666666667,France,603.42,256.0,0.0,0.0
12708,18,560,14,4229.13,2070,3.8742231075697213,Germany,302.0807142857143,147.85714285714286,771.2,1084.97
12709,29,569,27,26509.95,12109,3.950920716112532,Germany,981.85,448.48148148148147,2902.49,4583.39
12710,40,40,1,718.96,386,2.949772727272727,Germany,718.96,386.0,430.06,430.06
12711,450,515,2,1339.05,770,2.579333333333333,Germany,669.525,385.0,0.0,0.0
